# tracer: function
#
# entries-in-buffer/entries-written: 9051/50520961   #P:8
#
#                                _-----=> irqs-off/BH-disabled
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                              || / _--=> preempt-depth
#                              ||| / _-=> migrate-disable
#                              |||| /     delay
#           TASK-PID     CPU#  |||||  TIMESTAMP  FUNCTION
#              | |         |   |||||     |         |
            nano-11521   [005] ...2. 13597.756718: folio_memcg_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756718: __rcu_read_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756718: __tlb_remove_page_size <-unmap_page_range
            nano-11521   [005] ...2. 13597.756718: vm_normal_page <-unmap_page_range
            nano-11521   [005] ...2. 13597.756718: mark_page_accessed <-unmap_page_range
            nano-11521   [005] ...2. 13597.756718: folio_mark_accessed <-unmap_page_range
            nano-11521   [005] ...2. 13597.756718: page_remove_rmap <-unmap_page_range
            nano-11521   [005] ...2. 13597.756718: lock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756718: __rcu_read_lock <-lock_page_memcg
            nano-11521   [005] ...2. 13597.756718: folio_memcg_lock.part.0 <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756718: PageHuge <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756718: unlock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756718: folio_memcg_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756718: __rcu_read_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756719: __tlb_remove_page_size <-unmap_page_range
            nano-11521   [005] ...2. 13597.756719: _raw_spin_unlock <-unmap_page_range
            nano-11521   [005] ...1. 13597.756719: __cond_resched <-unmap_page_range
            nano-11521   [005] ...1. 13597.756719: __cond_resched <-unmap_page_range
            nano-11521   [005] ...1. 13597.756719: unmap_single_vma <-unmap_vmas
            nano-11521   [005] ...1. 13597.756719: uprobe_munmap <-unmap_single_vma
            nano-11521   [005] ...1. 13597.756719: unmap_page_range <-unmap_vmas
            nano-11521   [005] ...1. 13597.756719: _raw_spin_lock <-unmap_page_range
            nano-11521   [005] ...2. 13597.756719: flush_tlb_batched_pending <-unmap_page_range
            nano-11521   [005] ...2. 13597.756719: vm_normal_page <-unmap_page_range
            nano-11521   [005] ...2. 13597.756719: page_remove_rmap <-unmap_page_range
            nano-11521   [005] ...2. 13597.756719: lock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756719: __rcu_read_lock <-lock_page_memcg
            nano-11521   [005] ...2. 13597.756719: folio_memcg_lock.part.0 <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756719: __mod_lruvec_page_state <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756719: __rcu_read_lock <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756719: __mod_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756720: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] ...2. 13597.756720: __mod_memcg_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756720: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] ...2. 13597.756720: __rcu_read_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756720: unlock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756720: folio_memcg_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756720: __rcu_read_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756720: __tlb_remove_page_size <-unmap_page_range
            nano-11521   [005] ...2. 13597.756720: vm_normal_page <-unmap_page_range
            nano-11521   [005] ...2. 13597.756720: page_remove_rmap <-unmap_page_range
            nano-11521   [005] ...2. 13597.756720: lock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756720: __rcu_read_lock <-lock_page_memcg
            nano-11521   [005] ...2. 13597.756720: folio_memcg_lock.part.0 <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756720: __mod_lruvec_page_state <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756720: __rcu_read_lock <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756720: __mod_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756720: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] ...2. 13597.756720: __mod_memcg_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756721: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] ...2. 13597.756721: __rcu_read_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756721: unlock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756721: folio_memcg_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756721: __rcu_read_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756721: __tlb_remove_page_size <-unmap_page_range
            nano-11521   [005] ...2. 13597.756721: _raw_spin_unlock <-unmap_page_range
            nano-11521   [005] ...1. 13597.756721: __cond_resched <-unmap_page_range
            nano-11521   [005] ...1. 13597.756721: __cond_resched <-unmap_page_range
            nano-11521   [005] ...1. 13597.756721: unmap_single_vma <-unmap_vmas
            nano-11521   [005] ...1. 13597.756721: uprobe_munmap <-unmap_single_vma
            nano-11521   [005] ...1. 13597.756721: unmap_page_range <-unmap_vmas
            nano-11521   [005] ...1. 13597.756721: _raw_spin_lock <-unmap_page_range
            nano-11521   [005] ...2. 13597.756721: flush_tlb_batched_pending <-unmap_page_range
            nano-11521   [005] ...2. 13597.756721: vm_normal_page <-unmap_page_range
            nano-11521   [005] ...2. 13597.756721: page_remove_rmap <-unmap_page_range
            nano-11521   [005] ...2. 13597.756721: lock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756721: __rcu_read_lock <-lock_page_memcg
            nano-11521   [005] ...2. 13597.756722: folio_memcg_lock.part.0 <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756722: __mod_lruvec_page_state <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756722: __rcu_read_lock <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756722: __mod_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756722: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] ...2. 13597.756722: __mod_memcg_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756722: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] ...2. 13597.756722: __rcu_read_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756722: unlock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756722: folio_memcg_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756722: __rcu_read_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756722: __tlb_remove_page_size <-unmap_page_range
            nano-11521   [005] ...2. 13597.756722: vm_normal_page <-unmap_page_range
            nano-11521   [005] ...2. 13597.756722: page_remove_rmap <-unmap_page_range
            nano-11521   [005] ...2. 13597.756722: lock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756722: __rcu_read_lock <-lock_page_memcg
            nano-11521   [005] ...2. 13597.756722: folio_memcg_lock.part.0 <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756722: __mod_lruvec_page_state <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756723: __rcu_read_lock <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756723: __mod_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756723: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] ...2. 13597.756723: __mod_memcg_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756723: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] ...2. 13597.756723: __rcu_read_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756723: unlock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756723: folio_memcg_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756723: __rcu_read_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756723: __tlb_remove_page_size <-unmap_page_range
            nano-11521   [005] ...2. 13597.756723: _raw_spin_unlock <-unmap_page_range
            nano-11521   [005] ...1. 13597.756723: __cond_resched <-unmap_page_range
            nano-11521   [005] ...1. 13597.756723: __cond_resched <-unmap_page_range
            nano-11521   [005] ...1. 13597.756723: unmap_single_vma <-unmap_vmas
            nano-11521   [005] ...1. 13597.756723: unmap_page_range <-unmap_vmas
            nano-11521   [005] ...1. 13597.756723: _raw_spin_lock <-unmap_page_range
            nano-11521   [005] ...2. 13597.756724: flush_tlb_batched_pending <-unmap_page_range
            nano-11521   [005] ...2. 13597.756724: vm_normal_page <-unmap_page_range
            nano-11521   [005] ...2. 13597.756724: page_remove_rmap <-unmap_page_range
            nano-11521   [005] ...2. 13597.756724: lock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756724: __rcu_read_lock <-lock_page_memcg
            nano-11521   [005] ...2. 13597.756724: folio_memcg_lock.part.0 <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756724: __mod_lruvec_page_state <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756724: __rcu_read_lock <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756724: __mod_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756724: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] ...2. 13597.756724: __mod_memcg_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756724: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] ...2. 13597.756724: __rcu_read_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756724: unlock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756724: folio_memcg_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756724: __rcu_read_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756724: __tlb_remove_page_size <-unmap_page_range
            nano-11521   [005] ...2. 13597.756725: vm_normal_page <-unmap_page_range
            nano-11521   [005] ...2. 13597.756725: page_remove_rmap <-unmap_page_range
            nano-11521   [005] ...2. 13597.756725: lock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756725: __rcu_read_lock <-lock_page_memcg
            nano-11521   [005] ...2. 13597.756725: folio_memcg_lock.part.0 <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756725: __mod_lruvec_page_state <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756725: __rcu_read_lock <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756725: __mod_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756725: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] ...2. 13597.756725: __mod_memcg_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756725: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] ...2. 13597.756725: __rcu_read_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756725: unlock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756725: folio_memcg_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756725: __rcu_read_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756725: __tlb_remove_page_size <-unmap_page_range
            nano-11521   [005] ...2. 13597.756725: vm_normal_page <-unmap_page_range
            nano-11521   [005] ...2. 13597.756726: page_remove_rmap <-unmap_page_range
            nano-11521   [005] ...2. 13597.756726: lock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756726: __rcu_read_lock <-lock_page_memcg
            nano-11521   [005] ...2. 13597.756726: folio_memcg_lock.part.0 <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756726: __mod_lruvec_page_state <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756726: __rcu_read_lock <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756726: __mod_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756726: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] ...2. 13597.756726: __mod_memcg_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756726: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] ...2. 13597.756726: __rcu_read_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756726: unlock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756726: folio_memcg_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756726: __rcu_read_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756726: __tlb_remove_page_size <-unmap_page_range
            nano-11521   [005] ...2. 13597.756726: vm_normal_page <-unmap_page_range
            nano-11521   [005] ...2. 13597.756726: page_remove_rmap <-unmap_page_range
            nano-11521   [005] ...2. 13597.756726: lock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756727: __rcu_read_lock <-lock_page_memcg
            nano-11521   [005] ...2. 13597.756727: folio_memcg_lock.part.0 <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756727: __mod_lruvec_page_state <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756727: __rcu_read_lock <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756727: __mod_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756727: __mod_node_page_state <-__mod_lruvec_state
            nano-11521   [005] ...2. 13597.756727: __mod_memcg_lruvec_state <-__mod_lruvec_page_state
            nano-11521   [005] ...2. 13597.756727: cgroup_rstat_updated <-__mod_memcg_lruvec_state
            nano-11521   [005] ...2. 13597.756727: __rcu_read_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756727: unlock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756727: folio_memcg_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756727: __rcu_read_unlock <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756727: __tlb_remove_page_size <-unmap_page_range
            nano-11521   [005] ...2. 13597.756727: vm_normal_page <-unmap_page_range
            nano-11521   [005] ...2. 13597.756727: page_remove_rmap <-unmap_page_range
            nano-11521   [005] ...2. 13597.756727: lock_page_memcg <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756727: __rcu_read_lock <-lock_page_memcg
            nano-11521   [005] ...2. 13597.756727: folio_memcg_lock.part.0 <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756727: __mod_lruvec_page_state <-page_remove_rmap
            nano-11521   [005] ...2. 13597.756728: __rcu_read_lock <-__mod_lruvec_page_state
